Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","454","Malawi","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","454","Malawi","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","3.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","462","Maldives","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","462","Maldives","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","466","Mali","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","466","Mali","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","470","Malta","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","470","Malta","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","584","Marshall Islands","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","584","Marshall Islands","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","478","Mauritania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","478","Mauritania","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","480","Mauritius","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","4.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","484","Mexico","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","3.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","583","Micronesia (Federated States of)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","583","Micronesia (Federated States of)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","496","Mongolia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","496","Mongolia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","499","Montenegro","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","499","Montenegro","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","504","Morocco","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","504","Morocco","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","8.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","508","Mozambique","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","8.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","516","Namibia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","520","Nauru","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","520","Nauru","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","524","Nepal","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","524","Nepal","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","528","Netherlands (Kingdom of the)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","528","Netherlands (Kingdom of the)","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","540","New Caledonia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","540","New Caledonia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","554","New Zealand","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","554","New Zealand","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","558","Nicaragua","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","558","Nicaragua","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","562","Niger","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","562","Niger","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","2.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","566","Nigeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","21","E","Estimated value",""
"FS","Suite of Food Security Indicators","566","Nigeria","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","25.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","570","Niue","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","570","Niue","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","807","North Macedonia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","807","North Macedonia","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","<0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","578","Norway","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","578","Norway","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","Q","Missing value; suppressed",""
"FS","Suite of Food Security Indicators","512","Oman","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","512","Oman","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","24.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","586","Pakistan","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","29.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","585","Palau","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","275","Palestine","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","","O","Missing value",""
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","591","Panama","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","2.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","598","Papua New Guinea","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","2.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","600","Paraguay","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","0.2","E","Estimated value",""
